"TiempoKey","Fecha","Año","Mes","Dia","NombreMes","Trimestre"
"494","7/05/2025 00:00:00","2025","5","7","May","2"
"495","8/05/2025 00:00:00","2025","5","8","May","2"
"496","9/05/2025 00:00:00","2025","5","9","May","2"
"497","10/05/2025 00:00:00","2025","5","10","May","2"
"498","11/05/2025 00:00:00","2025","5","11","May","2"
"499","12/05/2025 00:00:00","2025","5","12","May","2"
"500","13/05/2025 00:00:00","2025","5","13","May","2"
"501","14/05/2025 00:00:00","2025","5","14","May","2"
"502","15/05/2025 00:00:00","2025","5","15","May","2"
"503","16/05/2025 00:00:00","2025","5","16","May","2"
"504","17/05/2025 00:00:00","2025","5","17","May","2"
"505","18/05/2025 00:00:00","2025","5","18","May","2"
"506","19/05/2025 00:00:00","2025","5","19","May","2"
"507","20/05/2025 00:00:00","2025","5","20","May","2"
"508","21/05/2025 00:00:00","2025","5","21","May","2"
"509","22/05/2025 00:00:00","2025","5","22","May","2"
"510","23/05/2025 00:00:00","2025","5","23","May","2"
"511","24/05/2025 00:00:00","2025","5","24","May","2"
"512","25/05/2025 00:00:00","2025","5","25","May","2"
"513","26/05/2025 00:00:00","2025","5","26","May","2"
"514","27/05/2025 00:00:00","2025","5","27","May","2"
"515","28/05/2025 00:00:00","2025","5","28","May","2"
"516","29/05/2025 00:00:00","2025","5","29","May","2"
"517","30/05/2025 00:00:00","2025","5","30","May","2"
"518","31/05/2025 00:00:00","2025","5","31","May","2"
"519","1/06/2025 00:00:00","2025","6","1","June","2"
"520","2/06/2025 00:00:00","2025","6","2","June","2"
"521","3/06/2025 00:00:00","2025","6","3","June","2"
"522","4/06/2025 00:00:00","2025","6","4","June","2"
"523","5/06/2025 00:00:00","2025","6","5","June","2"
"524","6/06/2025 00:00:00","2025","6","6","June","2"
"525","7/06/2025 00:00:00","2025","6","7","June","2"
"526","8/06/2025 00:00:00","2025","6","8","June","2"
"527","9/06/2025 00:00:00","2025","6","9","June","2"
"528","10/06/2025 00:00:00","2025","6","10","June","2"
"529","11/06/2025 00:00:00","2025","6","11","June","2"
"530","12/06/2025 00:00:00","2025","6","12","June","2"
"531","13/06/2025 00:00:00","2025","6","13","June","2"
"532","14/06/2025 00:00:00","2025","6","14","June","2"
"533","15/06/2025 00:00:00","2025","6","15","June","2"
"534","16/06/2025 00:00:00","2025","6","16","June","2"
"535","17/06/2025 00:00:00","2025","6","17","June","2"
"536","18/06/2025 00:00:00","2025","6","18","June","2"
"537","19/06/2025 00:00:00","2025","6","19","June","2"
"538","20/06/2025 00:00:00","2025","6","20","June","2"
"539","21/06/2025 00:00:00","2025","6","21","June","2"
"540","22/06/2025 00:00:00","2025","6","22","June","2"
"541","23/06/2025 00:00:00","2025","6","23","June","2"
"542","24/06/2025 00:00:00","2025","6","24","June","2"
"543","25/06/2025 00:00:00","2025","6","25","June","2"
"544","26/06/2025 00:00:00","2025","6","26","June","2"
"545","27/06/2025 00:00:00","2025","6","27","June","2"
"546","28/06/2025 00:00:00","2025","6","28","June","2"
"547","29/06/2025 00:00:00","2025","6","29","June","2"
"548","30/06/2025 00:00:00","2025","6","30","June","2"
"549","1/07/2025 00:00:00","2025","7","1","July","3"
"550","2/07/2025 00:00:00","2025","7","2","July","3"
"551","3/07/2025 00:00:00","2025","7","3","July","3"
"552","4/07/2025 00:00:00","2025","7","4","July","3"
"553","5/07/2025 00:00:00","2025","7","5","July","3"
"554","6/07/2025 00:00:00","2025","7","6","July","3"
"555","7/07/2025 00:00:00","2025","7","7","July","3"
"556","8/07/2025 00:00:00","2025","7","8","July","3"
"557","9/07/2025 00:00:00","2025","7","9","July","3"
"558","10/07/2025 00:00:00","2025","7","10","July","3"
"559","11/07/2025 00:00:00","2025","7","11","July","3"
"560","12/07/2025 00:00:00","2025","7","12","July","3"
"561","13/07/2025 00:00:00","2025","7","13","July","3"
"562","14/07/2025 00:00:00","2025","7","14","July","3"
"563","15/07/2025 00:00:00","2025","7","15","July","3"
"564","16/07/2025 00:00:00","2025","7","16","July","3"
"565","17/07/2025 00:00:00","2025","7","17","July","3"
"566","18/07/2025 00:00:00","2025","7","18","July","3"
"567","19/07/2025 00:00:00","2025","7","19","July","3"
"568","20/07/2025 00:00:00","2025","7","20","July","3"
"569","21/07/2025 00:00:00","2025","7","21","July","3"
"570","22/07/2025 00:00:00","2025","7","22","July","3"
"571","23/07/2025 00:00:00","2025","7","23","July","3"
"572","24/07/2025 00:00:00","2025","7","24","July","3"
"573","25/07/2025 00:00:00","2025","7","25","July","3"
"574","26/07/2025 00:00:00","2025","7","26","July","3"
"575","27/07/2025 00:00:00","2025","7","27","July","3"
"576","28/07/2025 00:00:00","2025","7","28","July","3"
"577","29/07/2025 00:00:00","2025","7","29","July","3"
"578","30/07/2025 00:00:00","2025","7","30","July","3"
"579","31/07/2025 00:00:00","2025","7","31","July","3"
"580","1/08/2025 00:00:00","2025","8","1","August","3"
"581","2/08/2025 00:00:00","2025","8","2","August","3"
"582","3/08/2025 00:00:00","2025","8","3","August","3"
"583","4/08/2025 00:00:00","2025","8","4","August","3"
"584","5/08/2025 00:00:00","2025","8","5","August","3"
"585","6/08/2025 00:00:00","2025","8","6","August","3"
"586","7/08/2025 00:00:00","2025","8","7","August","3"
"587","8/08/2025 00:00:00","2025","8","8","August","3"
"588","9/08/2025 00:00:00","2025","8","9","August","3"
"589","10/08/2025 00:00:00","2025","8","10","August","3"
"590","11/08/2025 00:00:00","2025","8","11","August","3"
"591","12/08/2025 00:00:00","2025","8","12","August","3"
"592","13/08/2025 00:00:00","2025","8","13","August","3"
"593","14/08/2025 00:00:00","2025","8","14","August","3"
"594","15/08/2025 00:00:00","2025","8","15","August","3"
"595","16/08/2025 00:00:00","2025","8","16","August","3"
"596","17/08/2025 00:00:00","2025","8","17","August","3"
"597","18/08/2025 00:00:00","2025","8","18","August","3"
"598","19/08/2025 00:00:00","2025","8","19","August","3"
"599","20/08/2025 00:00:00","2025","8","20","August","3"
"600","21/08/2025 00:00:00","2025","8","21","August","3"
"601","22/08/2025 00:00:00","2025","8","22","August","3"
"602","23/08/2025 00:00:00","2025","8","23","August","3"
"603","24/08/2025 00:00:00","2025","8","24","August","3"
"604","25/08/2025 00:00:00","2025","8","25","August","3"
"605","26/08/2025 00:00:00","2025","8","26","August","3"
"606","27/08/2025 00:00:00","2025","8","27","August","3"
"607","28/08/2025 00:00:00","2025","8","28","August","3"
"608","29/08/2025 00:00:00","2025","8","29","August","3"
"609","30/08/2025 00:00:00","2025","8","30","August","3"
"610","31/08/2025 00:00:00","2025","8","31","August","3"
"611","1/09/2025 00:00:00","2025","9","1","September","3"
"612","2/09/2025 00:00:00","2025","9","2","September","3"
"613","3/09/2025 00:00:00","2025","9","3","September","3"
"614","4/09/2025 00:00:00","2025","9","4","September","3"
"615","5/09/2025 00:00:00","2025","9","5","September","3"
"616","6/09/2025 00:00:00","2025","9","6","September","3"
"617","7/09/2025 00:00:00","2025","9","7","September","3"
"618","8/09/2025 00:00:00","2025","9","8","September","3"
"619","9/09/2025 00:00:00","2025","9","9","September","3"
"620","10/09/2025 00:00:00","2025","9","10","September","3"
"621","11/09/2025 00:00:00","2025","9","11","September","3"
"622","12/09/2025 00:00:00","2025","9","12","September","3"
"623","13/09/2025 00:00:00","2025","9","13","September","3"
"624","14/09/2025 00:00:00","2025","9","14","September","3"
"625","15/09/2025 00:00:00","2025","9","15","September","3"
"626","16/09/2025 00:00:00","2025","9","16","September","3"
"627","17/09/2025 00:00:00","2025","9","17","September","3"
"628","18/09/2025 00:00:00","2025","9","18","September","3"
"629","19/09/2025 00:00:00","2025","9","19","September","3"
"630","20/09/2025 00:00:00","2025","9","20","September","3"
"631","21/09/2025 00:00:00","2025","9","21","September","3"
"632","22/09/2025 00:00:00","2025","9","22","September","3"
"633","23/09/2025 00:00:00","2025","9","23","September","3"
"634","24/09/2025 00:00:00","2025","9","24","September","3"
"635","25/09/2025 00:00:00","2025","9","25","September","3"
"636","26/09/2025 00:00:00","2025","9","26","September","3"
"637","27/09/2025 00:00:00","2025","9","27","September","3"
"638","28/09/2025 00:00:00","2025","9","28","September","3"
"639","29/09/2025 00:00:00","2025","9","29","September","3"
"640","30/09/2025 00:00:00","2025","9","30","September","3"
"641","1/10/2025 00:00:00","2025","10","1","October","4"
"642","2/10/2025 00:00:00","2025","10","2","October","4"
"643","3/10/2025 00:00:00","2025","10","3","October","4"
"644","4/10/2025 00:00:00","2025","10","4","October","4"
"645","5/10/2025 00:00:00","2025","10","5","October","4"
"646","6/10/2025 00:00:00","2025","10","6","October","4"
"647","7/10/2025 00:00:00","2025","10","7","October","4"
"648","8/10/2025 00:00:00","2025","10","8","October","4"
"649","9/10/2025 00:00:00","2025","10","9","October","4"
"650","10/10/2025 00:00:00","2025","10","10","October","4"
"651","11/10/2025 00:00:00","2025","10","11","October","4"
"652","12/10/2025 00:00:00","2025","10","12","October","4"
"653","13/10/2025 00:00:00","2025","10","13","October","4"
"654","14/10/2025 00:00:00","2025","10","14","October","4"
"655","15/10/2025 00:00:00","2025","10","15","October","4"
"656","16/10/2025 00:00:00","2025","10","16","October","4"
"657","17/10/2025 00:00:00","2025","10","17","October","4"
"658","18/10/2025 00:00:00","2025","10","18","October","4"
"659","19/10/2025 00:00:00","2025","10","19","October","4"
"660","20/10/2025 00:00:00","2025","10","20","October","4"
"661","21/10/2025 00:00:00","2025","10","21","October","4"
"662","22/10/2025 00:00:00","2025","10","22","October","4"
"663","23/10/2025 00:00:00","2025","10","23","October","4"
"664","24/10/2025 00:00:00","2025","10","24","October","4"
"665","25/10/2025 00:00:00","2025","10","25","October","4"
"666","26/10/2025 00:00:00","2025","10","26","October","4"
"667","27/10/2025 00:00:00","2025","10","27","October","4"
"668","28/10/2025 00:00:00","2025","10","28","October","4"
"669","29/10/2025 00:00:00","2025","10","29","October","4"
"670","30/10/2025 00:00:00","2025","10","30","October","4"
"671","31/10/2025 00:00:00","2025","10","31","October","4"
"672","1/11/2025 00:00:00","2025","11","1","November","4"
"673","2/11/2025 00:00:00","2025","11","2","November","4"
"674","3/11/2025 00:00:00","2025","11","3","November","4"
"675","4/11/2025 00:00:00","2025","11","4","November","4"
"676","5/11/2025 00:00:00","2025","11","5","November","4"
"677","6/11/2025 00:00:00","2025","11","6","November","4"
"678","7/11/2025 00:00:00","2025","11","7","November","4"
"679","8/11/2025 00:00:00","2025","11","8","November","4"
"680","9/11/2025 00:00:00","2025","11","9","November","4"
"681","10/11/2025 00:00:00","2025","11","10","November","4"
"682","11/11/2025 00:00:00","2025","11","11","November","4"
"683","12/11/2025 00:00:00","2025","11","12","November","4"
"684","13/11/2025 00:00:00","2025","11","13","November","4"
"685","14/11/2025 00:00:00","2025","11","14","November","4"
"686","15/11/2025 00:00:00","2025","11","15","November","4"
"687","16/11/2025 00:00:00","2025","11","16","November","4"
"688","17/11/2025 00:00:00","2025","11","17","November","4"
"689","18/11/2025 00:00:00","2025","11","18","November","4"
"690","19/11/2025 00:00:00","2025","11","19","November","4"
"691","20/11/2025 00:00:00","2025","11","20","November","4"
"692","21/11/2025 00:00:00","2025","11","21","November","4"
"693","22/11/2025 00:00:00","2025","11","22","November","4"
"694","23/11/2025 00:00:00","2025","11","23","November","4"
"695","24/11/2025 00:00:00","2025","11","24","November","4"
"696","25/11/2025 00:00:00","2025","11","25","November","4"
"697","26/11/2025 00:00:00","2025","11","26","November","4"
"698","27/11/2025 00:00:00","2025","11","27","November","4"
"699","28/11/2025 00:00:00","2025","11","28","November","4"
"700","29/11/2025 00:00:00","2025","11","29","November","4"
"701","30/11/2025 00:00:00","2025","11","30","November","4"
"702","1/12/2025 00:00:00","2025","12","1","December","4"
"703","2/12/2025 00:00:00","2025","12","2","December","4"
"704","3/12/2025 00:00:00","2025","12","3","December","4"
"705","4/12/2025 00:00:00","2025","12","4","December","4"
"706","5/12/2025 00:00:00","2025","12","5","December","4"
"707","6/12/2025 00:00:00","2025","12","6","December","4"
"708","7/12/2025 00:00:00","2025","12","7","December","4"
"709","8/12/2025 00:00:00","2025","12","8","December","4"
"710","9/12/2025 00:00:00","2025","12","9","December","4"
"711","10/12/2025 00:00:00","2025","12","10","December","4"
"712","11/12/2025 00:00:00","2025","12","11","December","4"
"713","12/12/2025 00:00:00","2025","12","12","December","4"
"714","13/12/2025 00:00:00","2025","12","13","December","4"
"715","14/12/2025 00:00:00","2025","12","14","December","4"
"716","15/12/2025 00:00:00","2025","12","15","December","4"
"717","16/12/2025 00:00:00","2025","12","16","December","4"
"718","17/12/2025 00:00:00","2025","12","17","December","4"
"719","18/12/2025 00:00:00","2025","12","18","December","4"
"720","19/12/2025 00:00:00","2025","12","19","December","4"
"721","20/12/2025 00:00:00","2025","12","20","December","4"
"722","21/12/2025 00:00:00","2025","12","21","December","4"
"723","22/12/2025 00:00:00","2025","12","22","December","4"
"724","23/12/2025 00:00:00","2025","12","23","December","4"
"725","24/12/2025 00:00:00","2025","12","24","December","4"
"726","25/12/2025 00:00:00","2025","12","25","December","4"
"727","26/12/2025 00:00:00","2025","12","26","December","4"
"728","27/12/2025 00:00:00","2025","12","27","December","4"
"729","28/12/2025 00:00:00","2025","12","28","December","4"
"730","29/12/2025 00:00:00","2025","12","29","December","4"
"731","30/12/2025 00:00:00","2025","12","30","December","4"
"732","31/12/2025 00:00:00","2025","12","31","December","4"
